Label,Precision,Recall,F-score
Overall,0.9795616991252205,0.9714037533168194,0.9754524259138648
MS,0.9890432302067644,0.9827675546522545,0.9858662446409581
COM,0.9945346603806531,0.9930072028811525,0.9937304282703631
CA,0.9644938093665631,0.9513279922744775,0.9576612584484806
AGE,0.9144898094714474,0.8881756807909585,0.9010929093428877
