Unnamed: 0,celex
1398,31980R2167
1399,31980R2168
1400,31980R2209
1401,31980R2210
1402,31980R2211
1403,31980R2212
1404,31980R2213
1405,31980R2214
1406,31980R2215
1407,31980R2388
1408,31980R2511
1409,31980R2513
1410,31980R2514
1411,31980R2515
1412,31980R2516
1413,31980R2517
1414,31980R2518
1415,31980R2519
1416,31980R2520
1417,31980R2521
1418,31980R2522
1419,31980R2523
1420,31980R2524
1421,31980R2525
1422,31980R2526
1423,31980R2527
1424,31980R2645
1425,31980R2700
1426,31980R2701
1427,31980R2741
1428,31980R2742
1429,31980R2743
1430,31980R2744
1431,31980R2745
1432,31980R2916
1433,31980R2930
1434,31980R2949
1435,31980R2950
1436,31980R3000
1437,31980R3033
1438,31980R3035
1439,31980R3061
1440,31980R3062
1441,31980R3111
1442,31980R3162
1443,31980R3163
1444,31980R3164
1445,31980R3165
1446,31980R3166
1447,31980R3167
1448,31980R3168
1449,31980R3182
1450,31980R3184
1451,31980R3185
1452,31980R3186
1453,31980R3193
1454,31980R3211
1455,31980R3212
1456,31980R3213
1457,31980R3225
1458,31980R3252
1459,31980R3253
1460,31980R3286
1461,31980R3305
1462,31980R3308
1463,31980R3321
1464,31980R3323
1465,31980R3324
1466,31980R3325
1467,31980R3338
1468,31980R3393
1469,31980R3394
1470,31980R3395
1471,31980R3396
1472,31980R3397
1473,31980R3398
1474,31980R3440
1475,31980R3441
1476,31980R3449
1477,31980R3450
1478,31980R3497
1479,31980R3498
1480,31980R3499
1481,31980R3501
1482,31980R3502
1483,31980R3503
1484,31980R3504
1485,31980R3505
1486,31980R3506
1487,31980R3507
1488,31980R3508
1489,31980R3514
1490,31980R3515
1491,31980R3516
1492,31980R3517
1493,31980R3518
1494,31980R3519
1495,31980R3520
1496,31980R3521
1497,31980R3522
1498,31980R3523
1499,31980R3524
1500,31980R3525
1501,31980R3526
1502,31980R3527
1503,31980R3528
1504,31980R3529
1505,31980R3530
1506,31980R3531
1507,31980R3532
1508,31980R3533
1509,31980R3534
1510,31980R3535
1511,31980R3536
1512,31980R3537
1513,31980R3538
1514,31980R3539
1515,31980R3540
1516,31980R3541
1517,31980R3542
1518,31980R3543
1519,31980R3544
1520,31980R3545
1521,31980R3546
1522,31980R3547
1523,31980R3548
1524,31980R3549
1525,31980R3550
1526,31980R3551
1527,31980R3552
1528,31980R3554
1529,31980R3555
1530,31980R3556
1531,31980R3557
1532,31980R3558
1533,31980R3559
1534,31980R3560
1535,31980R3561
1536,31980R3562
1537,31980R3563
1538,31980R3564
1539,31980R3565
1540,31981L0020
1541,31981L0022
1542,31981L0075
1543,31981L0177
1544,31981L0187
1545,31981L0214
1546,31981L0363
1547,31981L0389
1548,31981L0463
1549,31981L0464
1550,31981L0465
1551,31981L0476
1552,31981L0487
1553,31981L0488
1554,31981L0527
1555,31981L0528
1556,31981L0529
1557,31981L0561
1558,31981L0575
1559,31981L0576
1560,31981L0577
1561,31981L0578
1562,31981L0602
1563,31981L0851
1564,31981L0852
1565,31981L0853
1566,31981L0854
1567,31981L0857
1568,31981L0858
1569,31981L0933
1570,31981L0934
1571,31981L0962
1572,31981L1015
1573,31981L1051
1574,31981L1057
1575,31981R0217
1576,31981R0218
1577,31981R0284
1578,31981R0305
1579,31981R0348
1580,31981R0363
1581,31981R0387
1582,31981R0388
1583,31981R0398
1584,31981R0438
1585,31981R0439
1586,31981R0440
1587,31981R0441
1588,31981R0442
1589,31981R0481
1590,31981R0554
1591,31981R0562
1592,31981R0563
1593,31981R0564
1594,31981R0637
1595,31981R0639
1596,31981R0654
1597,31981R0682
1598,31981R0729
1599,31981R0744
1600,31981R0817
1601,31981R0818
1602,31981R0846
1603,31981R0848
1604,31981R0849
1605,31981R0851
1606,31981R0854
1607,31981R0857
1608,31981R0859
1609,31981R0876
1610,31981R0877
1611,31981R0878
1612,31981R0879
1613,31981R0880
1614,31981R0897
1615,31981R0898
1616,31981R0899
1617,31981R1008
1618,31981R1015
1619,31981R1027
1620,31981R1028
1621,31981R1054
1622,31981R1055
1623,31981R1056
1624,31981R1116
1625,31981R1117
1626,31981R1118
1627,31981R1120
1628,31981R1121
1629,31981R1187
1630,31981R1196
1631,31981R1197
1632,31981R1198
1633,31981R1207
1634,31981R1283
1635,31981R1315
1636,31981R1390
1637,31981R1399
1638,31981R1401
1639,31981R1416
1640,31981R1417
1641,31981R1418
1642,31981R1467
1643,31981R1468
1644,31981R1469
1645,31981R1470
1646,31981R1471
1647,31981R1492
1648,31981R1493
1649,31981R1533
1650,31981R1534
1651,31981R1537
1652,31981R1569
1653,31981R1571
1654,31981R1597
1655,31981R1660
1656,31981R1680
1657,31981R1681
1658,31981R1700
