Unnamed: 0,celex
1659,31981R1701
1660,31981R1721
1661,31981R1722
1662,31981R1742
1663,31981R1743
1664,31981R1776
1665,31981R1778
1666,31981R1782
1667,31981R1784
1668,31981R1785
1669,31981R1786
1670,31981R1787
1671,31981R1791
1672,31981R1793
1673,31981R1794
1674,31981R1853
1675,31981R1854
1676,31981R1929
1677,31981R1938
1678,31981R1939
1679,31981R1940
1680,31981R1941
1681,31981R1942
1682,31981R1943
1683,31981R1944
1684,31981R1945
1685,31981R1946
1686,31981R1948
1687,31981R1949
1688,31981R1950
1689,31981R1957
1690,31981R1958
1691,31981R1988
1692,31981R1989
1693,31981R2010
1694,31981R2027
1695,31981R2028
1696,31981R2030
1697,31981R2032
1698,31981R2033
1699,31981R2035
1700,31981R2037
1701,31981R2050
1702,31981R2051
1703,31981R2052
1704,31981R2053
1705,31981R2054
1706,31981R2055
1707,31981R2056
1708,31981R2057
1709,31981R2058
1710,31981R2059
1711,31981R2068
1712,31981R2116
1713,31981R2143
1714,31981R2144
1715,31981R2194
1716,31981R2195
1717,31981R2228
1718,31981R2370
1719,31981R2392
1720,31981R2439
1721,31981R2440
1722,31981R2441
1723,31981R2442
1724,31981R2443
1725,31981R2444
1726,31981R2445
1727,31981R2446
1728,31981R2447
1729,31981R2448
1730,31981R2449
1731,31981R2450
1732,31981R2451
1733,31981R2452
1734,31981R2453
1735,31981R2454
1736,31981R2455
1737,31981R2456
1738,31981R2457
1739,31981R2458
1740,31981R2459
1741,31981R2460
1742,31981R2461
1743,31981R2462
1744,31981R2463
1745,31981R2464
1746,31981R2465
1747,31981R2466
1748,31981R2674
1749,31981R2738
1750,31981R2739
1751,31981R2740
1752,31981R2741
1753,31981R2742
1754,31981R2793
1755,31981R2806
1756,31981R2818
1757,31981R2819
1758,31981R2820
1759,31981R2867
1760,31981R2927
1761,31981R2989
1762,31981R2991
1763,31981R2992
1764,31981R2993
1765,31981R3000
1766,31981R3001
1767,31981R3002
1768,31981R3019
1769,31981R3020
1770,31981R3021
1771,31981R3069
1772,31981R3086
1773,31981R3152
1774,31981R3178
1775,31981R3199
1776,31981R3225
1777,31981R3226
1778,31981R3227
1779,31981R3228
1780,31981R3245
1781,31981R3246
1782,31981R3258
1783,31981R3259
1784,31981R3260
1785,31981R3269
1786,31981R3270
1787,31981R3274
1788,31981R3275
1789,31981R3276
1790,31981R3287
1791,31981R3288
1792,31981R3289
1793,31981R3290
1794,31981R3300
1795,31981R3313
1796,31981R3348
1797,31981R3349
1798,31981R3366
1799,31981R3482
1800,31981R3494
1801,31981R3495
1802,31981R3497
1803,31981R3498
1804,31981R3511
1805,31981R3512
1806,31981R3513
1807,31981R3514
1808,31981R3515
1809,31981R3516
1810,31981R3517
1811,31981R3535
1812,31981R3536
1813,31981R3537
1814,31981R3538
1815,31981R3539
1816,31981R3540
1817,31981R3541
1818,31981R3542
1819,31981R3543
1820,31981R3544
1821,31981R3545
1822,31981R3546
1823,31981R3547
1824,31981R3548
1825,31981R3549
1826,31981R3550
1827,31981R3565
1828,31981R3566
1829,31981R3567
1830,31981R3577
1831,31981R3578
1832,31981R3589
1833,31981R3590
1834,31981R3591
1835,31981R3603
1836,31981R3604
1837,31981R3605
1838,31981R3643
1839,31981R3645
1840,31981R3646
1841,31981R3667
1842,31981R3668
1843,31981R3670
1844,31981R3671
1845,31981R3672
1846,31981R3686
1847,31981R3687
1848,31981R3688
1849,31981R3689
1850,31981R3715
1851,31981R3716
1852,31981R3719
1853,31981R3720
1854,31981R3721
1855,31981R3722
1856,31981R3723
1857,31981R3735
1858,31981R3736
1859,31981R3737
1860,31981R3738
1861,31981R3739
1862,31981R3740
1863,31981R3741
1864,31981R3742
1865,31981R3743
1866,31981R3744
1867,31981R3745
1868,31981R3746
1869,31981R3747
1870,31981R3796
1871,31981R3797
1872,31981R3798
1873,31981R3799
1874,31981R3802
1875,31981R3803
1876,31981R3804
1877,31981R3805
1878,31981R3806
1879,31981R3807
1880,31981R3808
1881,31981R3809
1882,31981R3810
1883,31981R3811
1884,31981R3812
1885,31981R3813
1886,31981R3814
1887,31981R3815
1888,31981R3816
1889,31981R3822
1890,31981R3824
1891,31981R3825
1892,31981R3826
1893,31981R3827
1894,31982L0002
1895,31982L0003
1896,31982L0017
1897,31982L0050
1898,31982L0061
1899,31982L0076
1900,31982L0121
1901,31982L0130
1902,31982L0148
1903,31982L0176
1904,31982L0177
1905,31982L0242
1906,31982L0243
1907,31982L0368
1908,31982L0399
1909,31982L0400
1910,31982L0436
1911,31982L0443
1912,31982L0470
1913,31982L0471
1914,31982L0489
1915,31982L0501
1916,31982L0532
1917,31982L0603
1918,31982L0605
1919,31982L0714
1920,31982L0727
1921,31982L0786
1922,31982L0806
1923,31982L0828
1924,31982L0877
1925,31982L0880
1926,31982L0883
1927,31982L0884
1928,31982L0885
1929,31982L0890
1930,31982L0891
1931,31982L0893
1932,31982L0894
1933,31982R0136
1934,31982R0137
1935,31982R0161
1936,31982R0162
1937,31982R0192
1938,31982R0237
1939,31982R0287
1940,31982R0288
1941,31982R0298
1942,31982R0357
1943,31982R0358
1944,31982R0370
1945,31982R0424
1946,31982R0448
1947,31982R0449
1948,31982R0482
1949,31982R0541
1950,31982R0596
1951,31982R0597
1952,31982R0598
1953,31982R0606
1954,31982R0608
1955,31982R0620
1956,31982R0636
1957,31982R0663
1958,31982R0670
1959,31982R0671
1960,31982R0762
1961,31982R0763
1962,31982R0765
1963,31982R0766
1964,31982R0776
1965,31982R0793
1966,31982R0794
1967,31982R0877
1968,31982R0885
1969,31982R0935
1970,31982R0954
1971,31982R0977
1972,31982R0978
1973,31982R0999
1974,31982R1000
1975,31982R1035
1976,31982R1036
1977,31982R1037
1978,31982R1039
1979,31982R1041
1980,31982R1042
1981,31982R1101
1982,31982R1152
1983,31982R1153
1984,31982R1176
1985,31982R1177
1986,31982R1183
1987,31982R1184
1988,31982R1186
1989,31982R1189
1990,31982R1193
1991,31982R1194
1992,31982R1195
1993,31982R1197
1994,31982R1198
1995,31982R1199
1996,31982R1200
1997,31982R1201
1998,31982R1203
1999,31982R1204
2000,31982R1205
2001,31982R1254
2002,31982R1255
2003,31982R1256
2004,31982R1352
2005,31982R1378
2006,31982R1396
2007,31982R1410
2008,31982R1412
2009,31982R1413
2010,31982R1414
2011,31982R1418
2012,31982R1420
2013,31982R1422
2014,31982R1423
2015,31982R1424
2016,31982R1426
2017,31982R1427
2018,31982R1430
2019,31982R1431
2020,31982R1432
2021,31982R1433
2022,31982R1434
2023,31982R1435
2024,31982R1451
2025,31982R1452
2026,31982R1454
2027,31982R1457
2028,31982R1461
2029,31982R1462
2030,31982R1529
2031,31982R1530
2032,31982R1531
2033,31982R1532
2034,31982R1533
2035,31982R1534
2036,31982R1535
2037,31982R1536
2038,31982R1537
2039,31982R1538
2040,31982R1539
2041,31982R1549
2042,31982R1550
2043,31982R1551
2044,31982R1577
2045,31982R1578
2046,31982R1579
2047,31982R1580
2048,31982R1606
2049,31982R1607
2050,31982R1608
2051,31982R1644
2052,31982R1645
2053,31982R1672
2054,31982R1699
2055,31982R1700
2056,31982R1734
2057,31982R1735
2058,31982R1736
2059,31982R1737
2060,31982R1738
2061,31982R1750
2062,31982R1765
2063,31982R1766
2064,31982R1798
2065,31982R1799
2066,31982R1800
2067,31982R1801
2068,31982R1802
2069,31982R1865
2070,31982R1866
2071,31982R1883
2072,31982R1884
2073,31982R1885
2074,31982R1902
2075,31982R1903
2076,31982R1904
2077,31982R1920
2078,31982R1921
2079,31982R1922
2080,31982R1923
2081,31982R1924
2082,31982R1934
2083,31982R1975
2084,31982R1980
2085,31982R1984
2086,31982R1985
2087,31982R2007
2088,31982R2057
2089,31982R2144
2090,31982R2145
2091,31982R2205
2092,31982R2563
2093,31982R2564
2094,31982R2577
2095,31982R2578
2096,31982R2612
2097,31982R2613
2098,31982R2646
2099,31982R2689
2100,31982R2690
2101,31982R2701
2102,31982R2790
2103,31982R2869
2104,31982R2870
2105,31982R2958
2106,31982R3000
2107,31982R3005
2108,31982R3041
2109,31982R3058
2110,31982R3059
2111,31982R3073
2112,31982R3074
2113,31982R3081
2114,31982R3082
2115,31982R3098
2116,31982R3099
2117,31982R3100
2118,31982R3101
2119,31982R3102
2120,31982R3103
2121,31982R3104
2122,31982R3105
2123,31982R3106
2124,31982R3107
2125,31982R3108
2126,31982R3109
2127,31982R3110
2128,31982R3111
2129,31982R3164
2130,31982R3165
2131,31982R3177
2132,31982R3178
2133,31982R3179
2134,31982R3180
2135,31982R3181
2136,31982R3182
2137,31982R3183
2138,31982R3224
2139,31982R3225
2140,31982R3226
2141,31982R3240
2142,31982R3241
2143,31982R3242
2144,31982R3243
2145,31982R3244
2146,31982R3298
2147,31982R3328
2148,31982R3329
2149,31982R3330
2150,31982R3331
2151,31982R3340
2152,31982R3352
2153,31982R3353
2154,31982R3354
2155,31982R3355
2156,31982R3356
2157,31982R3357
2158,31982R3358
2159,31982R3359
2160,31982R3360
2161,31982R3361
2162,31982R3379
2163,31982R3406
2164,31982R3424
2165,31982R3425
2166,31982R3437
2167,31982R3438
2168,31982R3439
2169,31982R3459
2170,31982R3460
2171,31982R3461
2172,31982R3482
2173,31982R3484
2174,31982R3485
2175,31982R3486
2176,31982R3487
2177,31982R3488
2178,31982R3489
2179,31982R3490
2180,31982R3491
2181,31982R3492
2182,31982R3493
2183,31982R3494
2184,31982R3495
2185,31982R3496
2186,31982R3497
2187,31982R3498
2188,31982R3500
2189,31982R3515
2190,31982R3531
2191,31982R3532
2192,31982R3551
2193,31982R3588
2194,31982R3589
2195,31982R3590
2196,31982R3591
2197,31982R3592
2198,31982R3593
2199,31982R3594
2200,31982R3595
2201,31982R3596
2202,31982R3597
2203,31982R3599
2204,31982R3610
2205,31982R3611
2206,31982R3612
2207,31982R3613
2208,31982R3614
2209,31982R3615
2210,31982R3616
2211,31982R3617
2212,31982R3618
2213,31982R3619
2214,31982R3620
2215,31982R3621
2216,31982R3622
2217,31982R3623
2218,31982R3624
2219,31982R3625
2220,31982R3626
2221,31982R3627
2222,31982R3628
2223,31982R3629
2224,31982R3630
2225,31982R3631
2226,31982R3632
2227,31982R3633
2228,31983L0002
2229,31983L0029
2230,31983L0089
2231,31983L0090
2232,31983L0091
2233,31983L0127
2234,31983L0128
2235,31983L0129
2236,31983L0181
2237,31983L0182
2238,31983L0183
2239,31983L0189
2240,31983L0206
2241,31983L0229
2242,31983L0253
2243,31983L0264
2244,31983L0265
2245,31983L0276
2246,31983L0349
2247,31983L0350
2248,31983L0351
2249,31983L0362
2250,31983L0416
2251,31983L0417
2252,31983L0477
2253,31983L0478
2254,31983L0513
2255,31983L0515
2256,31983L0570
2257,31983L0572
2258,31983L0574
2259,31983L0575
2260,31983L0585
2261,31983L0623
2262,31983L0635
2263,31983L0636
2264,31983L0643
2265,31983L0646
2266,31983L0648
2267,31983L0651
2268,31983R0031
2269,31983R0056
2270,31983R0100
2271,31983R0107
2272,31983R0108
2273,31983R0109
2274,31983R0110
2275,31983R0169
2276,31983R0170
2277,31983R0200
2278,31983R0201
2279,31983R0315
2280,31983R0354
2281,31983R0585
2282,31983R0586
2283,31983R0604
2284,31983R0623
2285,31983R0624
2286,31983R0625
2287,31983R0707
2288,31983R0708
2289,31983R0728
2290,31983R0772
2291,31983R0773
2292,31983R0806
2293,31983R0899
2294,31983R0918
2295,31983R0971
2296,31983R0993
2297,31983R1025
2298,31983R1026
2299,31983R1080
2300,31983R1081
2301,31983R1161
2302,31983R1162
2303,31983R1163
2304,31983R1164
2305,31983R1177
2306,31983R1178
2307,31983R1179
2308,31983R1180
2309,31983R1205
2310,31983R1208
2311,31983R1209
2312,31983R1213
2313,31983R1215
2314,31983R1216
2315,31983R1217
2316,31983R1219
2317,31983R1220
2318,31983R1221
2319,31983R1222
2320,31983R1223
2321,31983R1225
2322,31983R1226
2323,31983R1296
2324,31983R1297
2325,31983R1298
2326,31983R1299
2327,31983R1355
2328,31983R1357
2329,31983R1457
2330,31983R1470
2331,31983R1471
2332,31983R1514
2333,31983R1515
2334,31983R1516
2335,31983R1548
2336,31983R1549
2337,31983R1564
2338,31983R1566
2339,31983R1567
2340,31983R1570
2341,31983R1571
2342,31983R1573
2343,31983R1574
2344,31983R1576
2345,31983R1577
2346,31983R1578
2347,31983R1582
2348,31983R1583
2349,31983R1584
2350,31983R1585
2351,31983R1588
2352,31983R1591
2353,31983R1595
2354,31983R1596
2355,31983R1597
2356,31983R1598
2357,31983R1599
2358,31983R1600
2359,31983R1603
2360,31983R1624
2361,31983R1625
2362,31983R1662
2363,31983R1677
2364,31983R1678
2365,31983R1679
2366,31983R1718
2367,31983R1719
2368,31983R1720
2369,31983R1721
2370,31983R1722
2371,31983R1723
2372,31983R1724
2373,31983R1728
2374,31983R1739
2375,31983R1807
2376,31983R1808
2377,31983R1820
2378,31983R1821
2379,31983R1823
2380,31983R1922
2381,31983R1923
2382,31983R1924
2383,31983R1946
2384,31983R1947
2385,31983R1948
2386,31983R1971
2387,31983R1972
2388,31983R1994
2389,31983R2000
2390,31983R2001
2391,31983R2003
2392,31983R2004
2393,31983R2005
2394,31983R2006
2395,31983R2025
2396,31983R2118
2397,31983R2189
2398,31983R2190
2399,31983R2632
2400,31983R2693
2401,31983R2694
2402,31983R2695
2403,31983R2763
2404,31983R2810
2405,31983R2892
2406,31983R2908
2407,31983R2909
2408,31983R2910
2409,31983R2950
2410,31983R2966
2411,31983R2967
2412,31983R2968
2413,31983R2969
2414,31983R2975
2415,31983R2976
2416,31983R2977
2417,31983R2991
2418,31983R2992
2419,31983R2993
2420,31983R2994
2421,31983R3052
2422,31983R3053
2423,31983R3054
2424,31983R3055
2425,31983R3056
2426,31983R3057
2427,31983R3058
2428,31983R3059
2429,31983R3116
2430,31983R3117
2431,31983R3125
2432,31983R3126
2433,31983R3127
2434,31983R3128
2435,31983R3129
2436,31983R3130
2437,31983R3131
2438,31983R3132
2439,31983R3133
2440,31983R3134
2441,31983R3135
2442,31983R3136
2443,31983R3137
2444,31983R3165
2445,31983R3167
2446,31983R3168
2447,31983R3169
2448,31983R3185
2449,31983R3186
2450,31983R3187
2451,31983R3197
2452,31983R3198
2453,31983R3199
2454,31983R3221
2455,31983R3241
2456,31983R3242
2457,31983R3284
2458,31983R3325
2459,31983R3333
2460,31983R3349
2461,31983R3350
2462,31983R3351
2463,31983R3352
2464,31983R3353
2465,31983R3354
2466,31983R3396
2467,31983R3419
2468,31983R3420
2469,31983R3421
2470,31983R3498
2471,31983R3506
2472,31983R3519
2473,31983R3537
2474,31983R3538
2475,31983R3539
2476,31983R3558
2477,31983R3559
2478,31983R3560
2479,31983R3561
2480,31983R3568
2481,31983R3571
2482,31983R3604
2483,31983R3605
2484,31983R3626
2485,31983R3627
2486,31983R3645
2487,31983R3663
2488,31983R3664
2489,31983R3665
2490,31983R3666
2491,31983R3684
2492,31983R3700
2493,31983R3701
2494,31983R3748
2495,31983R3753
2496,31983R3754
2497,31983R3755
2498,31983R3756
2499,31983R3757
2500,31983R3758
2501,31983R3761
2502,31983R3762
2503,31984L0005
2504,31984L0086
2505,31984L0140
2506,31984L0156
2507,31984L0186
2508,31984L0217
2509,31984L0218
2510,31984L0223
2511,31984L0231
2512,31984L0253
2513,31984L0261
2514,31984L0335
2515,31984L0336
2516,31984L0360
2517,31984L0386
2518,31984L0424
2519,31984L0450
2520,31984L0458
2521,31984L0491
2522,31984L0513
2523,31984L0525
2524,31984L0526
2525,31984L0527
2526,31984L0528
2527,31984L0529
2528,31984L0530
2529,31984L0531
2530,31984L0532
2531,31984L0533
2532,31984L0534
2533,31984L0535
2534,31984L0536
2535,31984L0537
2536,31984L0538
2537,31984L0539
2538,31984L0568
2539,31984L0587
2540,31984L0631
2541,31984L0634
2542,31984L0641
2543,31984L0642
2544,31984L0643
2545,31984L0644
2546,31984L0645
2547,31984L0647
2548,31984R0003
2549,31984R0069
2550,31984R0109
2551,31984R0174
2552,31984R0194
2553,31984R0220
2554,31984R0289
2555,31984R0290
2556,31984R0309
2557,31984R0349
2558,31984R0427
2559,31984R0453
2560,31984R0454
2561,31984R0477
2562,31984R0505
2563,31984R0564
2564,31984R0601
2565,31984R0619
2566,31984R0660
2567,31984R0661
2568,31984R0662
2569,31984R0663
2570,31984R0664
2571,31984R0787
2572,31984R0815
2573,31984R0855
2574,31984R0856
2575,31984R0858
2576,31984R0861
2577,31984R0862
2578,31984R0868
2579,31984R0870
2580,31984R0871
2581,31984R0873
2582,31984R0874
2583,31984R0875
2584,31984R0876
2585,31984R0985
2586,31984R0986
2587,31984R0987
2588,31984R0988
2589,31984R1004
2590,31984R1018
2591,31984R1019
2592,31984R1021
2593,31984R1022
2594,31984R1025
2595,31984R1028
2596,31984R1029
2597,31984R1030
2598,31984R1032
2599,31984R1033
2600,31984R1034
2601,31984R1035
2602,31984R1037
2603,31984R1038
2604,31984R1039
2605,31984R1040
2606,31984R1063
2607,31984R1064
2608,31984R1097
2609,31984R1098
2610,31984R1100
2611,31984R1101
2612,31984R1102
2613,31984R1104
2614,31984R1105
2615,31984R1107
2616,31984R1111
2617,31984R1112
2618,31984R1206
2619,31984R1208
2620,31984R1209
2621,31984R1243
2622,31984R1244
2623,31984R1299
2624,31984R1300
2625,31984R1301
2626,31984R1302
2627,31984R1319
2628,31984R1320
2629,31984R1332
2630,31984R1333
2631,31984R1334
2632,31984R1335
2633,31984R1345
2634,31984R1346
2635,31984R1367
2636,31984R1385
2637,31984R1410
2638,31984R1463
2639,31984R1472
2640,31984R1475
2641,31984R1491
2642,31984R1492
2643,31984R1493
2644,31984R1494
2645,31984R1495
2646,31984R1496
2647,31984R1497
2648,31984R1498
2649,31984R1554
2650,31984R1555
2651,31984R1556
2652,31984R1557
2653,31984R1567
2654,31984R1568
2655,31984R1569
2656,31984R1570
2657,31984R1591
2658,31984R1718
2659,31984R1719
2660,31984R1735
2661,31984R1753
2662,31984R1754
2663,31984R1755
2664,31984R1763
2665,31984R1764
2666,31984R1787
2667,31984R1832
2668,31984R1833
2669,31984R1834
2670,31984R1835
2671,31984R1872
2672,31984R1888
2673,31984R1889
2674,31984R1890
2675,31984R1932
2676,31984R1966
2677,31984R1967
2678,31984R1968
2679,31984R1988
2680,31984R2055
2681,31984R2058
2682,31984R2072
2683,31984R2124
2684,31984R2125
2685,31984R2126
2686,31984R2127
2687,31984R2151
2688,31984R2152
2689,31984R2176
2690,31984R2247
2691,31984R2260
2692,31984R2262
2693,31984R2583
2694,31984R2584
2695,31984R2808
2696,31984R2809
2697,31984R2876
2698,31984R2966
2699,31984R3114
2700,31984R3153
2701,31984R3154
2702,31984R3193
2703,31984R3194
2704,31984R3195
2705,31984R3196
2706,31984R3197
2707,31984R3203
2708,31984R3204
2709,31984R3205
2710,31984R3206
2711,31984R3207
2712,31984R3208
2713,31984R3209
2714,31984R3210
2715,31984R3211
2716,31984R3212
2717,31984R3213
2718,31984R3214
2719,31984R3215
2720,31984R3216
2721,31984R3217
2722,31984R3218
2723,31984R3219
2724,31984R3275
2725,31984R3276
2726,31984R3277
2727,31984R3278
2728,31984R3279
2729,31984R3296
2730,31984R3297
2731,31984R3298
2732,31984R3299
2733,31984R3300
2734,31984R3301
2735,31984R3316
2736,31984R3317
2737,31984R3338
2738,31984R3339
2739,31984R3384
2740,31984R3385
2741,31984R3386
2742,31984R3387
2743,31984R3388
2744,31984R3389
2745,31984R3390
2746,31984R3391
2747,31984R3392
2748,31984R3400
2749,31984R3409
2750,31984R3412
2751,31984R3413
2752,31984R3464
2753,31984R3465
2754,31984R3466
2755,31984R3489
2756,31984R3564
2757,31984R3565
2758,31984R3566
2759,31984R3567
2760,31984R3596
2761,31984R3597
2762,31984R3598
2763,31984R3599
2764,31984R3621
2765,31984R3623
2766,31984R3626
2767,31984R3627
2768,31984R3628
2769,31984R3630
2770,31984R3655
2771,31984R3656
2772,31984R3657
2773,31984R3658
2774,31984R3685
2775,31984R3686
2776,31984R3687
2777,31984R3688
2778,31984R3691
2779,31984R3720
2780,31984R3721
2781,31984R3722
2782,31984R3723
2783,31985L0001
2784,31985L0002
2785,31985L0003
2786,31985L0006
2787,31985L0007
2788,31985L0010
2789,31985L0073
2790,31985L0151
2791,31985L0152
2792,31985L0172
2793,31985L0173
2794,31985L0203
2795,31985L0210
2796,31985L0303
2797,31985L0320
2798,31985L0321
2799,31985L0322
2800,31985L0323
2801,31985L0324
2802,31985L0325
2803,31985L0326
2804,31985L0327
2805,31985L0328
2806,31985L0337
2807,31985L0339
2808,31985L0346
2809,31985L0347
2810,31985L0348
2811,31985L0349
2812,31985L0358
2813,31985L0361
2814,31985L0362
2815,31985L0374
2816,31985L0384
2817,31985L0397
2818,31985L0432
2819,31985L0433
2820,31985L0467
2821,31985L0505
2822,31985L0511
2823,31985L0536
2824,31985L0573
2825,31985L0574
2826,31985L0576
2827,31985L0577
2828,31985L0585
2829,31985L0591
2830,31985L0610
2831,31985L0611
2832,31985R0002
2833,31985R0059
2834,31985R0060
2835,31985R0097
2836,31985R0105
2837,31985R0106
2838,31985R0223
2839,31985R0224
2840,31985R0225
2841,31985R0226
2842,31985R0229
2843,31985R0230
2844,31985R0231
2845,31985R0319
2846,31985R0320
2847,31985R0435
2848,31985R0436
2849,31985R0437
2850,31985R0438
2851,31985R0439
2852,31985R0440
2853,31985R0441
2854,31985R0442
2855,31985R0483
2856,31985R0485
2857,31985R0486
2858,31985R0487
2859,31985R0488
2860,31985R0490
2861,31985R0591
2862,31985R0678
2863,31985R0743
2864,31985R0744
2865,31985R0745
2866,31985R0762
2867,31985R0763
2868,31985R0764
2869,31985R0765
2870,31985R0775
2871,31985R0776
2872,31985R0777
2873,31985R0797
2874,31985R0798
2875,31985R0799
2876,31985R0823
2877,31985R0870
2878,31985R0871
2879,31985R0895
2880,31985R0932
2881,31985R1055
2882,31985R1073
2883,31985R1131
2884,31985R1132
2885,31985R1133
2886,31985R1167
2887,31985R1172
2888,31985R1182
2889,31985R1201
2890,31985R1202
2891,31985R1203
2892,31985R1204
2893,31985R1247
2894,31985R1248
2895,31985R1249
2896,31985R1270
2897,31985R1298
2898,31985R1299
2899,31985R1302
2900,31985R1307
2901,31985R1308
2902,31985R1309
2903,31985R1310
2904,31985R1311
2905,31985R1312
2906,31985R1313
2907,31985R1314
2908,31985R1315
2909,31985R1316
2910,31985R1317
2911,31985R1318
2912,31985R1319
2913,31985R1323
2914,31985R1376
2915,31985R1396
2916,31985R1482
2917,31985R1483
2918,31985R1485
2919,31985R1486
2920,31985R1488
2921,31985R1489
2922,31985R1491
2923,31985R1492
2924,31985R1494
2925,31985R1495
2926,31985R1496
2927,31985R1497
2928,31985R1504
2929,31985R1505
2930,31985R1506
2931,31985R1507
2932,31985R1520
2933,31985R1521
2934,31985R1522
2935,31985R1523
2936,31985R1524
2937,31985R1525
2938,31985R1526
2939,31985R1527
2940,31985R1528
2941,31985R1529
2942,31985R1530
2943,31985R1531
2944,31985R1532
2945,31985R1533
2946,31985R1534
2947,31985R1535
2948,31985R1554
2949,31985R1579
2950,31985R1580
2951,31985R1598
2952,31985R1599
2953,31985R1620
2954,31985R1660
2955,31985R1661
2956,31985R1676
2957,31985R1677
2958,31985R1680
2959,31985R1681
2960,31985R1699
2961,31985R1713
2962,31985R1736
2963,31985R1737
2964,31985R1815
2965,31985R1816
2966,31985R1831
2967,31985R1900
2968,31985R1901
2969,31985R1978
2970,31985R1979
2971,31985R1980
2972,31985R1981
2973,31985R1999
2974,31985R2001
2975,31985R2040
2976,31985R2041
2977,31985R2088
2978,31985R2107
2979,31985R2108
2980,31985R2137
2981,31985R2138
2982,31985R2140
2983,31985R2195
2984,31985R2232
2985,31985R2233
2986,31985R2302
2987,31985R2355
2988,31985R2616
2989,31985R2729
2990,31985R2730
2991,31985R2731
2992,31985R2887
2993,31985R2888
2994,31985R2903
2995,31985R2919
2996,31985R2954
2997,31985R2998
2998,31985R2999
2999,31985R3000
3000,31985R3001
3001,31985R3015
3002,31985R3016
3003,31985R3066
3004,31985R3068
3005,31985R3077
3006,31985R3078
3007,31985R3130
3008,31985R3131
3009,31985R3132
3010,31985R3133
3011,31985R3134
3012,31985R3135
3013,31985R3136
3014,31985R3137
3015,31985R3138
3016,31985R3157
3017,31985R3158
3018,31985R3159
3019,31985R3160
3020,31985R3176
3021,31985R3177
3022,31985R3178
3023,31985R3179
3024,31985R3180
3025,31985R3181
3026,31985R3182
3027,31985R3243
3028,31985R3255
3029,31985R3289
3030,31985R3307
3031,31985R3310
3032,31985R3311
3033,31985R3330
3034,31985R3331
3035,31985R3332
3036,31985R3333
3037,31985R3386
3038,31985R3387
3039,31985R3388
3040,31985R3389
3041,31985R3390
3042,31985R3391
3043,31985R3392
3044,31985R3393
3045,31985R3394
3046,31985R3395
3047,31985R3453
3048,31985R3454
3049,31985R3455
3050,31985R3456
3051,31985R3482
3052,31985R3483
3053,31985R3523
3054,31985R3542
3055,31985R3543
3056,31985R3544
3057,31985R3552
3058,31985R3553
3059,31985R3554
3060,31985R3577
3061,31985R3582
3062,31985R3583
3063,31985R3604
3064,31985R3606
3065,31985R3607
3066,31985R3632
3067,31985R3634
3068,31985R3639
3069,31985R3640
3070,31985R3641
3071,31985R3642
3072,31985R3643
3073,31985R3665
3074,31985R3666
3075,31985R3667
3076,31985R3668
3077,31985R3669
3078,31985R3670
3079,31985R3671
3080,31985R3672
3081,31985R3673
3082,31985R3674
3083,31985R3675
3084,31985R3676
3085,31985R3677
3086,31985R3679
3087,31985R3681
3088,31985R3682
3089,31985R3683
3090,31985R3709
3091,31985R3711
3092,31985R3722
3093,31985R3733
3094,31985R3785
3095,31985R3820
3096,31985R3821
3097,31985R3822
3098,31985R3824
3099,31985R3825
3100,31985R3829
3101,31985R3830
3102,31985R3831
3103,31985R3832
3104,31985R3833
3105,31985R3834
3106,31985R3835
3107,31985R3836
3108,31986L0094
3109,31986L0096
3110,31986L0102
3111,31986L0113
3112,31986L0155
3113,31986L0188
3114,31986L0197
3115,31986L0214
3116,31986L0215
3117,31986L0216
3118,31986L0217
3119,31986L0246
3120,31986L0247
3121,31986L0278
3122,31986L0279
3123,31986L0280
3124,31986L0295
3125,31986L0296
3126,31986L0297
3127,31986L0298
3128,31986L0354
3129,31986L0360
3130,31986L0361
3131,31986L0362
3132,31986L0363
3133,31986L0378
3134,31986L0415
3135,31986L0457
3136,31986L0469
3137,31986L0524
3138,31986L0529
3139,31986L0544
3140,31986L0560
3141,31986L0566
3142,31986L0594
3143,31986L0609
3144,31986L0613
3145,31986L0635
3146,31986L0652
3147,31986L0653
3148,31986L0662
3149,31986L0663
3150,31986R0060
3151,31986R0182
3152,31986R0193
3153,31986R0241
3154,31986R0356
3155,31986R0357
3156,31986R0374
3157,31986R0375
3158,31986R0376
3159,31986R0387
3160,31986R0388
3161,31986R0389
3162,31986R0390
3163,31986R0391
3164,31986R0392
3165,31986R0413
3166,31986R0414
3167,31986R0415
3168,31986R0426
3169,31986R0439
3170,31986R0440
3171,31986R0441
3172,31986R0442
3173,31986R0449
3174,31986R0450
3175,31986R0571
3176,31986R0572
3177,31986R0573
3178,31986R0678
3179,31986R0690
3180,31986R0691
3181,31986R0747
3182,31986R0774
3183,31986R0780
3184,31986R0781
3185,31986R0782
3186,31986R0783
3187,31986R0784
3188,31986R0785
3189,31986R0814
3190,31986R0881
3191,31986R0934
3192,31986R1006
3193,31986R1007
3194,31986R1059
3195,31986R1069
3196,31986R1117
3197,31986R1118
3198,31986R1147
3199,31986R1177
3200,31986R1196
3201,31986R1197
3202,31986R1216
3203,31986R1217
3204,31986R1227
3205,31986R1228
3206,31986R1243
3207,31986R1245
3208,31986R1316
3209,31986R1335
3210,31986R1337
3211,31986R1338
3212,31986R1345
